gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000164088.17	PPM1M	9.685751367453793e-06	11.0	3.0	8.672460233386685e-06	Brain_Cerebellum	0.8481155143106207	Brain_Nucleus_accumbens_basal_ganglia	7.835965184328396	0.03717946737497265	0.39460131797821096	-0.6175855807339509	4.447873433566611	2.1475255799368878	1.8449855776926927	2.9999999999999987	0
ENSG00000135976.17	ANKRD36	1.0247239491545951e-05	10.0	5.0	4.062347843828634e-05	Brain_Hypothalamus	0.43630191998570456	Brain_Anterior_cingulate_cortex_BA24	7.108042056652132	0.05049083104461141	0.3208408604631918	-4.103904741918727	-0.7784531428519694	-2.273349636881117	0.9389780753812881	4.999999999999998	0
ENSG00000008838.19	MED24	1.0459642987300774e-05	9.0	3.0	1.705947553627547e-07	Brain_Frontal_Cortex_BA9	6.84256894117614e-05	Brain_Anterior_cingulate_cortex_BA24	7.07309253478321	0.020415519955669724	0.3768349136881616	3.981694515620608	5.2288206501407855	4.4328133100935725	0.37189669109053103	3.0	0
ENSG00000010322.15	NISCH	1.2030689787651014e-05	2.0	2.0	1.9432509318084392e-06	Brain_Caudate_basal_ganglia	0.6365144852291272	Brain_Nucleus_accumbens_basal_ganglia	1.1151268233498064	0.8848731766501937	0.8848731766501937	-0.4725777141148758	4.759238099754184	2.143330192819654	3.6994524399058286	1.9999999999999996	0
ENSG00000147535.16	PLPP5	1.3746819090023945e-05	6.0	3.0	7.710765315882852e-06	Brain_Cerebellar_Hemisphere	0.25891880884816243	Brain_Frontal_Cortex_BA9	4.955279899648467	0.02266641402832232	0.27678868761605957	-4.473061321438342	-1.1289502792092845	-3.828595554103778	1.3254541391142145	3.000000000000002	0
ENSG00000176340.3	COX8A	1.3998231116735744e-05	3.0	3.0	2.989983885306764e-05	Brain_Cerebellar_Hemisphere	7.236890412458986e-05	Brain_Cerebellum	2.112033032698928	0.12207132275329592	0.12207132275329592	-4.174227859968675	-3.968360159141504	-4.064674544147486	0.10357040855289586	3.0	0
ENSG00000114902.13	SPCS1	1.4746764115600542e-05	4.0	4.0	2.7713179166212163e-06	Brain_Cortex	0.6770667980767919	Brain_Anterior_cingulate_cortex_BA24	2.274403098820445	0.19851884363571168	0.19851884363571168	-4.687079162487171	0.4164690668495411	-3.0331614360026533	2.327823526698405	4.0	0
ENSG00000139842.14	CUL4A	1.542369191768165e-05	1.0	1.0	1.542369191768162e-05	Brain_Cerebellum	1.542369191768162e-05	Brain_Cerebellum	1.0	1.0	1.0	4.322548849191235	4.322548849191235	4.322548849191235	NA	1.0	0
ENSG00000136631.12	VPS45	1.712395980216145e-05	2.0	2.0	2.798427593947291e-06	Brain_Frontal_Cortex_BA9	0.0002842293103143008	Brain_Anterior_cingulate_cortex_BA24	1.7754444148158417	0.22455558518415822	0.22455558518415822	-4.685085741089162	-3.629265032679564	-4.157175386884363	0.7465779826336114	2.0000000000000013	0
ENSG00000250067.11	YJEFN3	1.8490215278796042e-05	3.0	3.0	3.871834164962464e-05	Brain_Cerebellum	0.6656600974830635	Brain_Cortex	2.272298574493048	0.10353270890075551	0.10353270890075551	-4.114997615965715	0.4321118844264065	-2.4741129437286298	2.5238592442473733	3.0000000000000013	0
ENSG00000196236.12	XPNPEP3	1.8843623222089098e-05	6.0	5.0	1.8741703407425097e-07	Brain_Hippocampus	0.02351944666721872	Brain_Amygdala	3.6416051432672005	0.05566576868752217	0.13708125753328326	2.2648897380136432	5.211403785879394	4.03054457420486	1.3470943701648597	5.0	0
ENSG00000240423.1	LINC00636	1.9413663057342496e-05	1.0	1.0	1.9413663057342483e-05	Brain_Anterior_cingulate_cortex_BA24	1.9413663057342483e-05	Brain_Anterior_cingulate_cortex_BA24	1.0	1.0	1.0	4.2715297400054375	4.2715297400054375	4.2715297400054375	NA	1.0	0
ENSG00000226791.6	AC109826.1	2.133578102677236e-05	2.0	2.0	6.920112532463531e-06	Brain_Anterior_cingulate_cortex_BA24	8.366177268067847e-05	Brain_Cortex	1.6922393644117226	0.3077606355882771	0.3077606355882771	-4.496130955524136	-3.9336609507437776	-4.214895953133957	0.39772635459422134	2.0	0
ENSG00000126231.13	PROZ	2.1996857246385627e-05	2.0	1.0	1.4947437088435078e-05	Brain_Cerebellar_Hemisphere	4.1302158104047004e-05	Brain_Cerebellum	1.9729202181768912	0.02707978182310885	1.9729202181768912	4.100072022073328	4.329461540654809	4.214766781364069	0.16220288412208286	0.9999999999999996	0
ENSG00000175115.11	PACS1	2.791365447842218e-05	5.0	3.0	5.11020142942441e-07	Brain_Hippocampus	0.017945971284973824	Brain_Nucleus_accumbens_basal_ganglia	4.118815592435921	0.07848340548326042	0.20651681226893473	2.3667309971605914	5.022128348857646	3.8387044313431593	0.9508856083622509	3.0000000000000004	0
ENSG00000168237.17	GLYCTK	3.087834834275348e-05	6.0	6.0	1.97287738535703e-06	Brain_Cortex	0.01104771919123042	Brain_Cerebellar_Hemisphere	3.897636355644729	0.13380930195516494	0.13380930195516494	2.5411858040800257	4.756182901010075	3.9614296132254156	0.9363867923648619	6.0	0
ENSG00000162613.16	FUBP1	3.351444067648115e-05	1.0	1.0	3.351444067648115e-05	Brain_Cerebellum	3.351444067648115e-05	Brain_Cerebellum	1.0	1.0	1.0	4.148169381309525	4.148169381309525	4.148169381309525	NA	1.0	0
ENSG00000085788.13	DDHD2	3.515383712147873e-05	7.0	5.0	3.6847010653817938e-06	Brain_Hippocampus	0.07568985018956216	Brain_Frontal_Cortex_BA9	5.082115518791012	0.005242822156340349	0.2683737994693353	-4.628417775920333	-1.7762613518183563	-3.5130257989193745	1.1933434818036868	5.000000000000001	0
ENSG00000167550.10	RHEBL1	4.0066827376729594e-05	6.0	4.0	4.551613432370479e-07	Brain_Cerebellar_Hemisphere	0.023981688318298753	Brain_Hypothalamus	4.727318909523336	0.002314357920795025	0.21799462569046998	2.2574224804723264	5.0443097953124285	4.286097376802037	1.0769469235368212	4.000000000000002	0
ENSG00000138688.15	KIAA1109	4.179642185641346e-05	5.0	4.0	8.932590740468031e-07	Brain_Cortex	0.1344430634318784	Brain_Putamen_basal_ganglia	3.7652761303215816	0.11143603235511092	0.23642380237314128	-4.913804317340066	-1.4968086172123782	-2.8712057125486816	1.3194169920152774	4.0	0
ENSG00000088808.16	PPP1R13B	4.2322813242410126e-05	3.0	3.0	1.9166263633925948e-05	Brain_Caudate_basal_ganglia	0.13948026202502137	Brain_Cerebellum	1.1463151251625254	0.8665644450767016	0.8665644450767016	-1.4777292499374743	4.2743884450789285	1.4315431657543554	2.8766341299624236	3.000000000000001	0
ENSG00000108840.15	HDAC5	4.4805836254497414e-05	2.0	2.0	0.00012695944690528267	Brain_Cerebellum	0.006547847136153483	Brain_Hypothalamus	1.1101802427210776	0.8898197572789224	0.8898197572789224	2.719005742286635	3.832283241085481	3.275644491686058	0.7872060687430624	2.0000000000000004	0
ENSG00000119844.15	AFTPH	4.560651453199978e-05	1.0	1.0	4.560651453199981e-05	Brain_Caudate_basal_ganglia	4.560651453199981e-05	Brain_Caudate_basal_ganglia	1.0	1.0	1.0	-4.077071282311829	-4.077071282311829	-4.077071282311829	NA	1.0	0
ENSG00000136383.6	ALPK3	4.598284613022361e-05	4.0	3.0	9.914625625315299e-06	Brain_Cerebellum	0.8459106788060977	Brain_Hypothalamus	2.917304113160516	0.0616215806718052	0.16290209629700342	-4.4190270119631885	-0.19433870792665509	-1.3935374449010716	2.0286474011957667	2.9999999999999982	0
ENSG00000182541.17	LIMK2	5.072365951583605e-05	6.0	5.0	4.340318695489137e-05	Brain_Anterior_cingulate_cortex_BA24	0.2123837704133288	Brain_Nucleus_accumbens_basal_ganglia	3.879495312478788	0.06639932684986893	0.20547754049884187	-4.088574653347584	1.7208096043560248	-1.8027062002733671	2.0285860740880555	4.999999999999999	0
ENSG00000129933.20	MAU2	5.220058121697523e-05	5.0	5.0	0.007872493540501568	Brain_Substantia_nigra	0.4595012405319968	Brain_Frontal_Cortex_BA9	2.699259703397991	0.12615975314729025	0.12615975314729025	-2.609497454437516	2.657489959647181	0.6408624060757495	2.2530677664873724	5.000000000000001	0
ENSG00000198646.13	NCOA6	5.231577978410401e-05	5.0	2.0	2.7310406755554656e-06	Brain_Frontal_Cortex_BA9	0.006986901709686212	Brain_Cortex	4.1285059308364405	0.022830316093731227	0.7432019143582197	-4.69007564333011	-2.697467916573419	-3.9762015851784533	0.8153073208215846	2.000000000000001	0
ENSG00000064547.13	LPAR2	5.4432591181422456e-05	2.0	2.0	1.3119350208837923e-05	Brain_Cerebellar_Hemisphere	0.6992624719066095	Brain_Amygdala	1.0946709345643033	0.9053290654356967	0.9053290654356967	-0.3863162435396225	4.358104901229184	1.9858943288447806	3.3548123642708654	1.9999999999999998	0
ENSG00000250105.1	CTD-3074O7.2	5.5260907139150875e-05	2.0	1.0	2.363061471466633e-05	Brain_Cerebellar_Hemisphere	0.00017269913474586782	Brain_Cerebellum	1.9600535554875587	0.039946444512441504	1.9600535554875587	3.755929751244077	4.227496216601668	3.991712983922872	0.3334478454345236	0.9999999999999998	0
ENSG00000213533.11	TMEM110	5.7431929007248705e-05	3.0	3.0	9.034393647107546e-06	Brain_Amygdala	0.6489177059605407	Brain_Caudate_basal_ganglia	1.648375402045904	0.5511570318151291	0.5511570318151291	-4.439080706550326	-0.4552662468541971	-2.6880690372097042	2.0351379377176317	3.0000000000000013	0
ENSG00000232098.3	CTD-2619J13.14	5.978865311674599e-05	3.0	3.0	3.314195770386992e-06	Brain_Cerebellar_Hemisphere	0.5190689004597158	Brain_Anterior_cingulate_cortex_BA24	1.833471034475056	0.21136764335574365	0.21136764335574365	-0.6447813330982731	4.650320507237577	2.370152864349101	2.722946435785286	2.9999999999999982	0
ENSG00000189091.12	SF3B3	6.965430179669596e-05	5.0	5.0	6.697235559323028e-05	Brain_Frontal_Cortex_BA9	0.737643984486448	Brain_Cerebellar_Hemisphere	3.447485127024976	0.11682625002298162	0.11682625002298162	0.3349749475912509	3.986793184971458	2.3312086361283657	1.6300828833483245	5.000000000000002	0
ENSG00000148842.17	CNNM2	7.02773138137725e-05	3.0	3.0	7.098841191092329e-05	Brain_Frontal_Cortex_BA9	0.29580703106556916	Brain_Cerebellum	1.7971215006451307	0.5969185732714324	0.5969185732714324	-3.9729484659457146	-1.0454673327389217	-2.8554477439217325	1.5818288580764872	3.0	0
ENSG00000174939.10	ASPHD1	7.102490504166725e-05	6.0	5.0	0.00037724798206207764	Brain_Hippocampus	0.2917703130916568	Brain_Nucleus_accumbens_basal_ganglia	4.26590236743948	0.03922925133803475	0.16456133058571853	-3.555509033401356	1.9523042741640928	-1.9461935428120702	2.119481962689224	5.0	0
ENSG00000177082.12	WDR73	7.461223934760755e-05	6.0	5.0	9.392806235489742e-07	Brain_Nucleus_accumbens_basal_ganglia	0.030587713036715706	Brain_Cerebellar_Hemisphere	3.438848731783657	0.04715387759048161	0.27606095011824267	2.162395384496189	4.903950722342134	3.332916049236624	1.214686018272743	5.0000000000000036	0
ENSG00000130165.10	ELOF1	8.979976433729837e-05	1.0	1.0	8.979976433729819e-05	Brain_Hypothalamus	8.979976433729819e-05	Brain_Hypothalamus	1.0	1.0	1.0	3.9166182868659662	3.9166182868659662	3.9166182868659662	NA	1.0	0
ENSG00000132604.10	TERF2	9.35759508563964e-05	2.0	2.0	3.8765053914464065e-05	Brain_Cerebellar_Hemisphere	0.0004482451315937159	Brain_Cerebellum	1.60699829299573	0.39300170700426995	0.39300170700426995	-4.114719490246478	-3.5099178652089797	-3.812318677727729	0.4276593303366587	2.0	0
ENSG00000114767.6	RRP9	9.986130867946927e-05	3.0	3.0	0.000660520524837411	Brain_Frontal_Cortex_BA9	0.03759734251717609	Brain_Caudate_basal_ganglia	1.251479550559049	0.8073702481625343	0.8073702481625343	-3.405462631962407	3.095845800819922	-0.7962781879165105	3.435287941503554	2.9999999999999987	0
ENSG00000163807.5	KIAA1143	0.00010283695485531326	3.0	2.0	1.086803172690158e-05	Brain_Cerebellar_Hemisphere	0.0010030113869775213	Brain_Cortex	2.6663496238456745	0.037555231894526586	0.296095144259799	3.2896806776372807	4.3991407669672205	3.929649929060721	0.5740405818062337	2.000000000000001	0
ENSG00000133328.3	HRASLS2	0.00010634005564114274	3.0	3.0	1.3249822657794818e-05	Brain_Cortex	0.6781488356917384	Brain_Frontal_Cortex_BA9	1.0671826059580274	0.9265239692862142	0.9265239692862142	-4.3559380880344465	0.41499052996876096	-1.7440065096296646	2.417499171013983	3.0	0
ENSG00000173531.15	MST1	0.00011032706597546277	7.0	4.0	0.0007029649604405181	Brain_Anterior_cingulate_cortex_BA24	0.8695390329968997	Brain_Cerebellum	5.652167070393267	0.05647750834031839	0.21948403799246782	-0.16424403989988756	3.3884201400960423	1.792964685072414	1.3461729570658412	4.0	0
ENSG00000272092.1	RP11-350N15.5	0.00012484957943193146	1.0	1.0	0.00012484957943193135	Brain_Anterior_cingulate_cortex_BA24	0.00012484957943193135	Brain_Anterior_cingulate_cortex_BA24	1.0	1.0	1.0	3.8364027942818564	3.8364027942818564	3.8364027942818564	NA	1.0	0
ENSG00000142549.9	IGLON5	0.00012637918697465934	2.0	2.0	0.00035811118878167284	Brain_Nucleus_accumbens_basal_ganglia	0.0764689801793053	Brain_Cerebellum	1.1373197513073032	0.8626802486926967	0.8626802486926967	-1.771551839812797	3.5691720553405037	0.8988101077638534	3.7764620827079307	1.9999999999999998	0
ENSG00000173621.8	LRFN4	0.00013687343376004283	1.0	1.0	0.00013687343376004267	Brain_Cerebellum	0.00013687343376004267	Brain_Cerebellum	1.0	1.0	1.0	3.813750896331378	3.813750896331378	3.813750896331378	NA	1.0	0
ENSG00000111237.18	VPS29	0.00014084348349756133	9.0	5.0	1.1487752958046216e-05	Brain_Anterior_cingulate_cortex_BA24	0.3573840366331461	Brain_Cortex	6.964498923018963	0.018876129876791697	0.3113455857693122	0.9203612014049224	4.387089496456571	2.2938368289402584	0.9572801280190628	5.000000000000002	0
ENSG00000085365.17	SCAMP1	0.00014106151629147943	6.0	6.0	0.002116558335000945	Brain_Cortex	0.9826537989758878	Brain_Putamen_basal_ganglia	3.2176393382203394	0.16669503159280488	0.16669503159280488	-3.0733700701926137	2.2667196517707433	-0.7839640154480767	2.1855678693027634	6.000000000000001	0
ENSG00000197696.9	NMB	0.00014224468905777343	1.0	1.0	0.00014224468905777305	Brain_Caudate_basal_ganglia	0.00014224468905777305	Brain_Caudate_basal_ganglia	1.0	1.0	1.0	3.804232226857728	3.804232226857728	3.804232226857728	NA	1.0	0
ENSG00000163935.13	SFMBT1	0.00014973192608647748	3.0	3.0	1.7912538246926353e-05	Brain_Cerebellum	0.13378006371014037	Brain_Substantia_nigra	2.174068485043591	0.20799193489351772	0.20799193489351772	-4.289438527395445	-1.4993607749801514	-3.2723155001445505	1.5409719766461696	2.999999999999999	0
ENSG00000131849.11	ZNF132	0.00014980233126572117	2.0	1.0	6.0687641996355244e-05	Brain_Cerebellum	0.0005099733604856762	Brain_Cerebellar_Hemisphere	1.9490492574473866	0.050950742552613164	1.9490492574473866	3.4754624614589957	4.010120992042738	3.742791726750867	0.3780606725949995	0.9999999999999996	0
ENSG00000184990.12	SIVA1	0.00015248112816776662	6.0	5.0	8.994771059749503e-05	Brain_Cerebellum	0.09186897693608996	Brain_Frontal_Cortex_BA9	4.3454931450649195	0.09265729779605106	0.18147113741451035	1.6856201948990381	3.916221238953317	2.520040223777125	0.8449281592034065	5.0	0
ENSG00000108094.14	CUL2	0.0001529467474060182	1.0	1.0	0.00015294674740601817	Brain_Cerebellum	0.00015294674740601817	Brain_Cerebellum	1.0	1.0	1.0	3.7862354751468095	3.7862354751468095	3.7862354751468095	NA	1.0	0
ENSG00000173110.7	HSPA6	0.00015957138803379214	2.0	2.0	3.70116346461851e-05	Brain_Cerebellar_Hemisphere	0.8748821723979626	Brain_Anterior_cingulate_cortex_BA24	1.1262007652824653	0.8737992347175346	0.8737992347175346	-0.15746019995054344	4.125384217294662	1.983962008672059	3.028428330201032	1.9999999999999998	0
ENSG00000099326.8	MZF1	0.0001618208405465416	1.0	1.0	0.00016182084054654127	Brain_Amygdala	0.00016182084054654127	Brain_Amygdala	1.0	1.0	1.0	3.7721901748986966	3.7721901748986966	3.7721901748986966	NA	1.0	0
ENSG00000125319.14	C17orf53	0.00016462754405724956	1.0	1.0	0.0001646275440572492	Brain_Cerebellum	0.0001646275440572492	Brain_Cerebellum	1.0	1.0	1.0	3.7678985992868466	3.7678985992868466	3.7678985992868466	NA	1.0	0
ENSG00000148600.14	CDHR1	0.00016508441758577877	11.0	6.0	3.808481521791574e-07	Brain_Cerebellum	0.2139880418993495	Brain_Amygdala	7.678291053563098	0.05802920272757367	0.2796795126603574	-5.078289461544609	-1.2426738555627976	-3.577649915351212	0.9603968388520343	6.000000000000001	0
ENSG00000102974.14	CTCF	0.00016980299510379587	2.0	2.0	3.450043350975393e-05	Brain_Nucleus_accumbens_basal_ganglia	0.015355597866984403	Brain_Hypothalamus	1.6675532347854274	0.3324467652145729	0.3324467652145729	2.4238819097621898	4.141524949839021	3.2827034298006055	1.2145570412962043	1.9999999999999991	0
ENSG00000249484.8	LINC01470	0.00018087624472497825	2.0	2.0	3.600536956922817e-05	Brain_Caudate_basal_ganglia	0.000195742601645218	Brain_Putamen_basal_ganglia	1.8497083416243016	0.15029165837569827	0.15029165837569827	3.724448581424247	4.13172329188782	3.9280859366560335	0.2879867095745799	1.9999999999999987	0
ENSG00000140326.12	CDAN1	0.00018944270906040794	5.0	3.0	1.6040427962480665e-05	Brain_Cerebellum	0.2728999996515179	Brain_Substantia_nigra	3.2437898262602554	0.058262010314583015	0.6070011349695417	-1.0964086055755615	4.313893445949981	2.6778562740731333	2.251957360381307	3.0000000000000004	0
ENSG00000272912.1	RP11-724N1.1	0.00019391576599387	4.0	4.0	0.0001127052013072362	Brain_Cerebellum	0.10134372170988822	Brain_Hypothalamus	2.6250593688748536	0.13501899510295448	0.13501899510295448	1.6383738932391556	3.8614735803148905	2.758687433461737	0.9850266297679531	3.9999999999999996	0
ENSG00000134716.9	CYP2J2	0.00019573573931154305	5.0	4.0	0.0038796225543874766	Brain_Putamen_basal_ganglia	0.8559742404604272	Brain_Nucleus_accumbens_basal_ganglia	3.796062171710339	0.1180023673829071	0.14254694065825937	-2.8877871918585662	0.7069697213308218	-0.9418797828993928	1.3409755917887691	4.000000000000001	0
ENSG00000104381.12	GDAP1	0.0002005204490580661	2.0	2.0	0.0001131084641947672	Brain_Cerebellum	0.000316605018033632	Brain_Cortex	1.643962121920005	0.35603787807999515	0.35603787807999515	3.6013204711176754	3.860601022574752	3.730960746846214	0.1833390361650863	2.0	0
ENSG00000243678.11	NME2	0.00020079749084361373	11.0	4.0	1.6379262874360521e-06	Brain_Frontal_Cortex_BA9	0.015102504582248696	Brain_Amygdala	9.259064254372378	0.010201433143982662	0.36334735534670853	2.4299116309260884	4.79362707172355	3.8287043137460426	0.6929849105124483	3.9999999999999996	0
ENSG00000160282.13	FTCD	0.00020735848009186393	11.0	3.0	7.80918670369156e-06	Brain_Nucleus_accumbens_basal_ganglia	0.7260862842992921	Brain_Substantia_nigra	7.937902434596321	0.024493631940572594	0.3630351168055765	-4.470349534437546	0.350336355370894	-2.840077427544644	1.4686571748721877	3.0	0
ENSG00000144214.9	LYG1	0.0002155942053632369	4.0	3.0	2.3894064632943995e-05	Brain_Cerebellum	0.010959077608123511	Brain_Hippocampus	2.9952524491901054	0.09157755113163168	0.1492324457352161	2.544000983325659	4.2250001241177815	3.6217847796183644	0.7902305186255513	3.0000000000000004	0
